"rank","drug","substance","event","peak_eb05","adj_eb05","n_methods_flagged","quarters","first_signal","latest_signal","first_approval","years_on_market","atc_class","triage","triage_reason","watch"
358,"zidovudine","zidovudine","Viral mutation identified",7715.14,7715.14,4,1,"2019Q1","2019Q1","1987-03-19",39.1,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
359,"sabril","vigabatrin","Drug withdrawal convulsions",7702.85,7702.85,4,22,"2017Q1","2024Q4","2009-08-21",16.7,"Fatty acid derivatives","","",""
360,"tioconazole","tioconazole","Vulvovaginal swelling",7700.95,7700.95,4,19,"2017Q4","2024Q4","1983-02-18",43.2,"Imidazole and triazole derivatives","known_labeled","Monistat-1 (tioconazole) PI lists vulvar edema and vulvovaginal irritation at <1-6% incidence. Labeled local reaction of vaginal antifungal.",""
361,"bridion","sugammadex","Recurrence of neuromuscular blockade",7691.59,7691.59,4,11,"2019Q1","2022Q3",,,"Antidotes","","",""
362,"emtricitabine tenofovir disoproxil",,"Congenital hand malformation",7686.57,7686.57,3,4,"2021Q3","2022Q2",,,"Other antineoplastic agents (cont.)","","",""
363,"fosrenol","lanthanum carbonate","Blood phosphorus increased",7675.29,7675.29,4,4,"2021Q1","2021Q4","2004-10-26",21.5,"Drugs for treatment of hyperkalemia and hyperphosphatemia","","",""
364,"gefitinib","gefitinib","EGFR gene mutation",7670.26,7670.26,4,12,"2016Q2","2020Q1","2003-05-05",23,"EGFR inhibitors","","",""
365,"methotinj","methotrexate","Drug clearance decreased",7654.49,7654.47,4,2,"2018Q4","2019Q1","2013-10-11",12.5,"Folic acid analogues","","",""
366,"activella","estradiol;norethisterone","Bone density decreased",7646.87,7646.87,4,9,"2020Q3","2022Q3",,,"","","",""
367,"spinraza","nusinersen","Post lumbar puncture syndrome",7645.05,7645.05,4,21,"2017Q2","2024Q4",,,"Other drugs for disorders of the musculo-skeletal system","","",""
368,"rizatriptan","rizatriptan","Cryptorchism",7638.59,7638.59,4,4,"2020Q4","2021Q3",,,"Selective serotonin (5HT1) agonists","","",""
369,"ticagrelor","ticagrelor","Angina unstable",7637.08,7637.07,4,7,"2016Q3","2019Q1","2011-07-20",14.8,"Platelet aggregation inhibitors excl. heparin","","",""
370,"bss","calcium;magnesium;potassium;sodium acetate;sodium chloride;sodium citrate","Candida endophthalmitis",7635.78,7635.78,3,1,"2024Q4","2024Q4",,,"","","",""
371,"equmet","metformin;vildagliptin","Blister rupture",7628.4,7628.4,4,6,"2019Q4","2021Q1",,,"","","",""
372,"tisseel","aprotinin;calcium;factor i;factor xiii;thrombin","Cerebrospinal fistula",7626.38,7626.38,3,2,"2018Q4","2019Q1",,,"","","",""
373,"naglazyme","galsulfase","Cervical cord compression",7623.88,7623.88,3,16,"2008Q3","2017Q3",,,"Enzymes","","",""
374,"metotressato teva ml soluzione iniettabile",,"Drug clearance decreased",7619.25,7619.25,3,2,"2019Q4","2020Q1",,,"Other antineoplastic agents (cont.)","","",""
375,"ultratag rbc",,"Radioisotope scan abnormal",7616,7616,4,6,"2018Q1","2021Q2",,,"Other antineoplastic agents (cont.)","","",""
376,"rizatriptan","rizatriptan","Congenital acrochordon",7594.24,7594.24,4,4,"2020Q4","2021Q3",,,"Selective serotonin (5HT1) agonists","","",""
377,"ribavirin","ribavirin","Monoparesis",7574.66,7574.66,4,3,"2022Q1","2022Q3","1985-12-31",40.3,"Antivirals for treatment of HCV infections","pending","Unusual neurologic finding for ribavirin; needs PubMed review and case-series check before classifying.","yes"
378,"baqsimi","glucagon","Rhinalgia",7574.63,7574.63,4,8,"2020Q2","2022Q1","1998-09-11",27.6,"Glycogenolytic hormones","","",""
379,"sterile water for injection","water","Infusion site reaction",7569.77,7569.77,4,4,"2018Q2","2019Q1","1982-01-01",44.3,"","","",""
380,"delflex","calcium;glucose;magnesium;sodium chloride;sodium lactate","Bloody peritoneal effluent",7566.44,7566.44,4,9,"2018Q3","2024Q4",,,"","","",""
381,"sevelamer","sevelamer","Crystal deposit intestine",7564.05,7564.05,3,4,"2020Q2","2021Q1",,,"Drugs for treatment of hyperkalemia and hyperphosphatemia","","",""
382,"glactiv","sitagliptin","Seronegative arthritis",7948.96,7561.6,3,4,"2016Q4","2017Q3","2023-10-18",2.5,"Dipeptidyl peptidase 4 (DPP-4) inhibitors","","",""
383,"ibandronic acid","ibandronic acid","Bone sequestrum",7555.66,7555.66,3,3,"2022Q1","2022Q3",,,"Bisphosphonates","","",""
384,"ibandronic acid","ibandronic acid","Eye opacity",7555.66,7555.66,3,3,"2022Q1","2022Q3",,,"Bisphosphonates","","",""
385,"asclera","polidocanol","Unintentional use for unapproved indication",7549.27,7549.27,4,4,"2018Q2","2019Q1","2010-03-30",16.1,"Sclerosing agents for local injection","","",""
386,"pepcid complete","calcium;famotidine;magnesium","Erection increased",7548.85,7548.85,4,4,"2021Q1","2021Q4",,,"","","",""
387,"dinoprostone","dinoprostone","Failure to suspend medication",7543.3,7543.3,3,1,"2024Q4","2024Q4","1982-01-01",44.3,"Prostaglandins","","",""
388,"thymoglobulin","antithymocyte immunoglobulin","Haemolytic anaemia",7538.56,7538.56,3,5,"2014Q2","2015Q2",,,"Selective immunosuppressants","","",""
389,"viread","tenofovir","Skeletal injury",7534.87,7534.87,4,77,"2003Q1","2022Q3",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
390,"nevirapine","nevirapine","Gene mutation",7524.42,7524.42,4,1,"2019Q4","2019Q4","1996-06-21",29.8,"Non-nucleoside reverse transcriptase inhibitors","","",""
391,"voltarol","diclofenac","Seborrhoea",7518.68,7518.66,4,4,"2016Q3","2017Q2","2013-10-18",12.5,"Other dermatologicals","","",""
392,"tamoxifen","tamoxifen","Maculopathy",7492.44,7492.44,4,4,"2022Q1","2024Q4",,,"Anti-estrogens","known_labeled","Tamoxifen retinopathy/maculopathy with crystalline deposits is classic and in the ocular-effects section of the current label. Review PMID:37482306.",""
393,"herbals mitragynine",,"Substance use",7486.4,7486.4,4,7,"2021Q2","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
394,"doxycycline hyclate","doxycycline","Growth retardation",7484.42,7484.42,3,4,"2016Q2","2017Q1","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","","",""
395,"cetrotide","cetrorelix","Ovarian hyperstimulation syndrome",7478.44,7478.44,4,8,"2019Q1","2021Q4",,,"Anti-gonadotropin-releasing hormones","","",""
396,"tikosyn","dofetilide","Wrong strength",7469.22,7469.22,3,2,"2022Q2","2022Q3","1999-10-01",26.6,"Antiarrhythmics, class III","","",""
397,"elagolix sodium estradiol norethindrone",,"Bone density decreased",7453.86,7453.86,4,8,"2020Q4","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
398,"exparel","bupivacaine","Phrenic nerve paralysis",7444.06,7444.06,3,2,"2018Q4","2019Q1","2011-10-28",14.5,"Amides","","",""
399,"teva uk fludarabine","fludarabine","Leukoencephalopathy",7432.95,7432.95,3,3,"2020Q4","2021Q2",,,"Purine analogues","","",""
400,"isocaine",,"Tongue paralysis",7425.05,7425.05,3,1,"2019Q1","2019Q1",,,"Other antineoplastic agents (cont.)","","",""
401,"fluconazole","fluconazole","Vascular purpura",7423.56,7423.56,3,4,"2014Q3","2015Q2","1990-01-29",36.2,"Imidazole and triazole derivatives","","",""
402,"sevelamer","sevelamer","Pseudopolyp",7413.24,7413.24,4,4,"2020Q2","2021Q1",,,"Drugs for treatment of hyperkalemia and hyperphosphatemia","","",""
403,"hepsera","adefovir","Renal tubular acidosis",7405.71,7405.71,3,1,"2020Q2","2020Q2",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
404,"actrapid","insulin","Diabetic hyperglycaemic coma",7400.99,7400.99,3,1,"2021Q4","2021Q4",,,"","","",""
405,"cytotec","misoprostol","Foetal exposure during delivery",7377.72,7377.72,4,56,"2006Q4","2022Q1","1988-12-27",37.3,"Prostaglandins","","",""
406,"belantamab mafodotin","belantamab mafodotin","Keratopathy",7370.45,7370.45,4,11,"2020Q1","2022Q3",,,"Other monoclonal antibodies and antibody drug conjugates","","",""
407,"emtricitabine tenofovir disoproxil",,"Teratogenicity",7363.16,7363.16,3,4,"2017Q1","2017Q4",,,"Other antineoplastic agents (cont.)","","",""
408,"clomipramine","clomipramine","Glucocorticoid deficiency",7360.78,7360.78,4,4,"2020Q1","2020Q4",,,"Non-selective monoamine reuptake inhibitors","","",""
409,"pylarify","piflufolastat f18","Radioisotope scan abnormal",7351.07,7351.07,4,5,"2021Q4","2024Q4",,,"","","",""
410,"neutrogena ultra sheer body mist sunscreen broad spectrum spf 100 plus","skin care","Burns third degree",7350.36,7350.36,4,4,"2021Q2","2022Q1",,,"","","",""
411,"tygacil","tigecycline","Blood fibrinogen decreased",7343.98,7343.98,4,10,"2019Q4","2024Q4","2005-06-15",20.9,"Tetracyclines","","",""
412,"tisseel","aprotinin;calcium;factor i;factor xiii;thrombin","Cerebrospinal fluid leakage",7314.09,7314.09,4,5,"2017Q2","2019Q1",,,"","","",""
413,"tenecteplase","tenecteplase","Haemorrhagic cerebral infarction",7281.36,7281.36,4,3,"2021Q4","2022Q2",,,"Enzymes","","",""
414,"datscan","ioflupane (123i)","False positive radioisotope investigation result",7274.94,7274.94,4,4,"2021Q4","2022Q3",,,"Iodine (123I) compounds","","",""
415,"sevelamer hydrochloride","sevelamer","Arteriovenous fistula site complication",7268.54,7268.54,4,15,"2015Q2","2018Q4","1998-10-30",27.5,"Drugs for treatment of hyperkalemia and hyperphosphatemia","","",""
416,"captopril","captopril","Macroglossia",7253.89,7253.89,4,4,"2019Q4","2020Q3","1982-01-01",44.3,"ACE inhibitors, plain","","",""
417,"xyzal","levocetirizine","Alopecia areata",7248.44,7248.44,4,5,"2017Q4","2021Q2",,,"Piperazine derivatives","","",""
418,"fondaparinux","fondaparinux","Pancreatitis haemorrhagic",7246.12,7246.12,3,4,"2021Q3","2022Q2",,,"Other antithrombotic agents","","",""
419,"beriplex p n",,"Intracardiac thrombus",7239.9,7239.9,4,7,"2017Q2","2019Q1",,,"Other antineoplastic agents (cont.)","","",""
420,"catapres","clonidine","Hypertensive emergency",7234.79,7234.79,3,2,"2018Q4","2019Q1","1984-10-10",41.5,"Imidazoline receptor agonists","","",""
421,"valacyclovir hydrochloride","valaciclovir","Hepatic cytolysis",7212.93,7212.93,4,11,"2018Q3","2024Q4","1995-06-23",30.8,"Nucleosides and nucleotides excl. reverse transcriptase inhibitors","","",""
422,"paliperidone","paliperidone","Blood prolactin increased",7209.69,7209.69,4,2,"2019Q4","2020Q1","2006-12-19",19.3,"Other antipsychotics","","",""
423,"somatuline autosolution","lanreotide","Biliary colic",7209.14,7209.14,4,4,"2020Q1","2020Q4",,,"Somatostatin and analogues","","",""
424,"tamoxifen","tamoxifen","Breast discharge",7205.66,7205.66,3,1,"2024Q4","2024Q4",,,"Anti-estrogens","","",""
425,"levonorgestrel","levonorgestrel","Type 1 diabetes mellitus",7200.16,7200.16,3,4,"2015Q1","2015Q4","1990-12-10",35.4,"Progestogens","","",""
426,"abacavir sulfate lamivudine zidovudine",,"Viral mutation identified",7197.67,7197.67,4,2,"2019Q1","2019Q4",,,"Other antineoplastic agents (cont.)","","",""
427,"sensodyne extra whitening",,"Oral mucosal exfoliation",7196.15,7196.15,3,1,"2024Q4","2024Q4",,,"Other antineoplastic agents (cont.)","","",""
428,"auvi-q","epinephrine","No device malfunction",7196.15,7196.15,3,1,"2024Q4","2024Q4","1982-01-01",44.3,"Other agents for local oral treatment","","",""
429,"muse","alprostadil","Urethral haemorrhage",7194.9,7194.9,3,3,"2021Q3","2022Q1","1982-01-01",44.3,"Prostaglandins","","",""
430,"minocycline","minocycline","Metal poisoning",7186.48,7186.48,4,4,"2020Q2","2021Q1",,,"Antiinfectives and antiseptics for local oral treatment","","",""
431,"luxturna","voretigene neparvovec","Retinal tear",7168.47,7168.47,4,2,"2018Q4","2019Q1",,,"Other ophthalmologicals","","",""
432,"monistat 3 combination pack","miconazole","Vulvovaginal injury",7157.62,7157.62,4,2,"2019Q4","2020Q1","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","","",""
433,"entecavir","entecavir","Optic disc hyperaemia",7156.03,7156.03,3,4,"2017Q3","2018Q2","2005-03-29",21.1,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
434,"entecavir","entecavir","Retinal depigmentation",7156.03,7156.03,3,4,"2017Q3","2018Q2","2005-03-29",21.1,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
435,"naglazyme","galsulfase","Cervical spinal stenosis",7132.26,7132.26,4,16,"2009Q3","2019Q1",,,"Enzymes","","",""
436,"human normal immunoglobulin","immunoglobulins, unspecified","Grunting",7130.23,7130.23,4,3,"2019Q4","2020Q2",,,"","","",""
437,"ovidrel","chorionic gonadotrophin","Ovarian hyperstimulation syndrome",7123.77,7123.77,3,5,"2021Q3","2022Q3",,,"Gonadotropins","","",""
438,"tri-sprintec","ethinylestradiol;norgestimate","Cheilitis",7117.78,7117.78,4,3,"2019Q4","2020Q2",,,"","","",""
439,"epinephrine lidocaine hydrochloride",,"Injection site hypoaesthesia",7114.63,7114.63,4,2,"2019Q1","2019Q4",,,"Other antineoplastic agents (cont.)","","",""
440,"sirolimus","sirolimus","VIIth nerve injury",7081.59,7081.59,3,4,"2021Q2","2022Q1","1999-09-15",26.6,"mTOR inhibitors","","",""
441,"dianeal low calcium peritoneal dialysis solution with dextrose","glucose;magnesium;sodium chloride;sodium lactate","Peritoneal dialysis complication",7080.74,7080.74,4,17,"2018Q1","2022Q3",,,"","","",""
442,"yutiq","fluocinolone","Implantation complication",7075.22,7075.22,4,4,"2021Q3","2022Q3",,,"Corticosteroids","","",""
443,"iopamiron","iopamidol","Kounis syndrome",7069.95,7069.95,3,1,"2022Q3","2022Q3","1985-12-31",40.3,"Watersoluble, nephrotropic, low osmolar X-ray contrast media","","",""
444,"eletriptan","eletriptan","Spina bifida",7066.82,7066.82,4,4,"2020Q4","2021Q3",,,"Selective serotonin (5HT1) agonists","","",""
445,"gemtuzumab ozogamicin","gemtuzumab ozogamicin","Perineal cellulitis",7058.51,7058.51,3,4,"2020Q4","2021Q3",,,"Other monoclonal antibodies and antibody drug conjugates","","",""
446,"bictegravir emtricitabine tenofovir alafenamide",,"Syphilis",7057.36,7057.36,4,2,"2019Q4","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
447,"vigadrone","vigabatrin","Infantile spasms",7051.92,7051.92,3,2,"2022Q1","2024Q4","2009-08-21",16.7,"Fatty acid derivatives","","",""
448,"sinuva","mometasone","Rhinalgia",7051.47,7051.47,4,2,"2020Q3","2020Q4",,,"Corticosteroids, potent (group III)","","",""
449,"neoprofen","ibuprofen","Intraventricular haemorrhage",7048.35,7048.35,4,10,"2019Q1","2022Q2","1982-01-01",44.3,"Other cardiac preparations","","",""
450,"kogenate","factor viii","Anti factor VIII antibody positive",7038.86,7038.86,3,4,"2017Q4","2018Q3",,,"Blood coagulation factors","","",""
451,"nitric oxide","nitric oxide","Newborn persistent pulmonary hypertension",7038.59,7038.59,3,1,"2024Q4","2024Q4","1999-12-23",26.3,"Other respiratory system products","","",""
452,"saizen","somatropin","Craniopharyngioma",7037.77,7037.77,3,2,"2022Q1","2022Q2",,,"Somatropin and somatropin agonists","","",""
453,"chlorhexidine gluconate","chlorhexidine","Tooth discolouration",7033.73,7033.73,4,3,"2018Q4","2024Q4","1982-01-01",44.3,"Antiinfectives and antiseptics for local oral treatment","known_labeled","Extrinsic brown tooth staining is the universally labeled side effect of chlorhexidine mouthrinse (Peridex PI) and documented in countless clinical trials.",""
454,"blinded aspirin","acetylsalicylic acid, trial","Diagnostic procedure",7027.8,7027.8,3,1,"2020Q2","2020Q2",,,"","","",""
455,"herbals mitragynine",,"Herbal toxicity",7020.74,7020.74,3,1,"2021Q1","2021Q1",,,"Other antineoplastic agents (cont.)","","",""
456,"naphcon a","naphazoline;pheniramine","Pupils unequal",7019.31,7019.31,3,1,"2021Q4","2021Q4",,,"","","",""
457,"g-lasta","pegfilgrastim","Chemotherapy",7016.34,7016.34,4,10,"2017Q4","2020Q3",,,"Colony stimulating factors","","",""
458,"nicotine polacrilex","nicotine","Nicotine dependence",7016.12,7016.12,4,25,"2006Q1","2022Q3","1996-03-22",30.1,"Drugs used in nicotine dependence","","",""
459,"gold bond original strength powder","menthol","Exposure to chemical pollution",6999.49,6999.49,4,9,"2018Q3","2021Q1",,,"","","",""
460,"abacavir sulfate and lamivudine","abacavir;lamivudine","Viral load increased",6990.55,6990.55,4,4,"2018Q2","2019Q1",,,"","","",""
461,"meningococcal group b vaccine","meningococcal vaccine","Febrile convulsion",6990.29,6990.29,4,4,"2021Q4","2022Q3",,,"Meningococcal vaccines","","",""
462,"cyclopentolate hydrochloride","cyclopentolate","Anticholinergic syndrome",6965.3,6965.3,3,2,"2021Q4","2022Q1","1982-01-01",44.3,"Anticholinergics","","",""
463,"kalydeco","ivacaftor","Infective pulmonary exacerbation of cystic fibrosis",6963.96,6963.96,4,21,"2014Q4","2022Q1","2012-01-31",14.2,"Other respiratory system products","","",""
464,"myalept","metreleptin","Hyperphagia",6956.85,6956.85,4,5,"2015Q3","2019Q1",,,"Amino acids and derivatives","","",""
465,"zulresso","brexanolone","Perinatal depression",6956.04,6951.61,4,8,"2020Q1","2021Q4","2019-06-17",6.8,"Other antidepressants","","",""
466,"piroxicam","piroxicam","Spinal cord infection",6945.8,6945.8,4,4,"2019Q4","2020Q3","1982-04-06",44,"Oxicams","","",""
467,"actos","pioglitazone","Metastatic carcinoma of the bladder",6940.77,6940.77,4,4,"2017Q4","2018Q3",,,"Thiazolidinediones","","",""
468,"terbutaline","terbutaline","Maternal drugs affecting foetus",6927.88,6927.88,3,2,"2019Q4","2020Q1",,,"Selective beta-2-adrenoreceptor agonists","","",""
469,"protopic","tacrolimus","Topical steroid withdrawal reaction",6924.22,6924.22,4,3,"2022Q1","2022Q3","1994-04-08",32,"Agents for dermatitis, excluding corticosteroids","","",""
470,"tisseel","aprotinin;calcium;factor i;factor xiii;thrombin","Post procedural stroke",6922.29,6922.29,4,3,"2018Q3","2019Q1",,,"","","",""
471,"dianeal","glucose;magnesium;sodium chloride;sodium lactate","Peritoneal cloudy effluent",6920.11,6920.11,4,9,"2020Q4","2024Q4",,,"","","",""
472,"cytotec","misoprostol","Uterine tachysystole",6917.81,6917.81,3,49,"2008Q4","2022Q3","1988-12-27",37.3,"Prostaglandins","","",""
473,"busulfan","busulfan","Mucocutaneous rash",6907.17,6907.17,3,4,"2021Q3","2022Q2","1982-01-01",44.3,"Alkyl sulfonates","","",""
474,"entecavir","entecavir","Retinal toxicity",6898.92,6898.92,4,4,"2017Q3","2018Q2","2005-03-29",21.1,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
475,"ulipristal acetate","ulipristal","Pregnancy after post coital contraception",6896.96,6896.96,3,1,"2024Q4","2024Q4","2010-08-13",15.7,"Emergency contraceptives","","",""
476,"moxifloxacin","moxifloxacin","Circadian rhythm sleep disorder",6889.68,6889.68,3,4,"2021Q1","2021Q4",,,"Fluoroquinolones","","",""
477,"altuzan","bevacizumab","Ciliary hyperaemia",6883.93,6883.93,3,4,"2020Q3","2021Q2",,,"VEGF/VEGFR (Vascular Endothelial Growth Factor) inhibitors","","",""
478,"voltarol","diclofenac","Thermal burn",6882.85,6882.83,4,4,"2017Q1","2017Q4","2013-10-18",12.5,"Other dermatologicals","","",""
479,"alglucosidase alfa","alglucosidase alfa","Drug specific antibody absent",6882.47,6882.47,4,3,"2021Q4","2022Q2",,,"Enzymes","","",""
480,"luveris","lutropin","Ovarian hyperstimulation syndrome",6878.01,6878.01,4,10,"2019Q4","2024Q4",,,"Gonadotropins","","",""
481,"pitocin","oxytocin","Maternal exposure during delivery",6877.61,6877.61,4,2,"2019Q4","2020Q1","1982-01-01",44.3,"Oxytocin and analogues","","",""
482,"genotonorm","somatropin","Aural polyp",6849.91,6849.91,3,4,"2014Q2","2015Q1",,,"Somatropin and somatropin agonists","","",""
483,"epirubicina teva ml soluzione iniettabile o per infusione",,"Bladder irritation",6836.88,6836.88,4,3,"2019Q4","2020Q2",,,"Other antineoplastic agents (cont.)","","",""
484,"minims tropicamide ml oogdruppels oplossing",,"Toxic anterior segment syndrome",6831.61,6831.61,3,4,"2017Q4","2018Q3",,,"Other antineoplastic agents (cont.)","","",""
485,"rheumatrex","methotrexate","Lymphoproliferative disorder",6831.59,6831.58,4,6,"2018Q1","2019Q4","2013-10-11",12.5,"Folic acid analogues","","",""
486,"oralair 100",,"Oedema mouth",6830.41,6830.41,3,2,"2021Q4","2022Q1",,,"Other antineoplastic agents (cont.)","","",""
487,"bss plus","sodium chloride","Toxic anterior segment syndrome",6828.64,6828.64,4,9,"2018Q1","2022Q3","1982-01-01",44.3,"Sodium","","",""
488,"lamivudine and zidovudine","lamivudine;zidovudine","Viral mutation identified",6828.03,6828.03,4,8,"2009Q2","2018Q1",,,"","","",""
489,"talimogene laherparepvec","talimogene laherparepvec","Metastatic malignant melanoma",6821.93,6821.93,4,8,"2017Q3","2020Q1",,,"Antineoplastic cell and gene therapy","","",""
490,"simulect","basiliximab","Transplant dysfunction",6817.55,6817.55,4,9,"2018Q4","2021Q4",,,"Interleukin inhibitors","","",""
491,"auryxia","iron","Blood phosphorus increased",6805.25,6805.25,4,5,"2021Q3","2022Q3",,,"","","",""
492,"amg 510","sotorasib, trial","Non-small cell lung cancer",6803,6803,4,5,"2021Q2","2022Q2",,,"","","",""
493,"rabeprazole","rabeprazole","Hypoparathyroidism",6802.63,6802.63,3,5,"2016Q4","2024Q4",,,"Proton pump inhibitors","","",""
494,"tenofovir disoproxil fumarate","tenofovir","Fanconi syndrome acquired",6791.39,6791.39,4,3,"2022Q1","2022Q3","2001-10-26",24.5,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
495,"lecanemab","lecanemab","Amyloid related imaging abnormality-oedema/effusion",6781.96,6781.96,4,4,"2022Q1","2024Q4",,,"Other anti-dementia drugs","","",""
496,"sayana","medroxyprogesterone","Injection site indentation",6780.28,6780.28,3,1,"2017Q4","2017Q4",,,"Progestogens","","",""
497,"emtricitabine tenofovir",,"Mycoplasma genitalium infection",6769.41,6769.41,3,2,"2019Q4","2020Q1",,,"Other antineoplastic agents (cont.)","","",""
498,"tylenol extra strength","paracetamol","Autism spectrum disorder",6765.45,6765.45,4,70,"2003Q1","2022Q3",,,"Anilides","","",""
499,"abacavir sulfate lamivudine",,"Endometrial sarcoma",6762.16,6762.16,3,4,"2020Q1","2020Q4",,,"Other antineoplastic agents (cont.)","","",""
500,"abacavir sulfate lamivudine",,"Monoclonal gammopathy",6762.16,6762.16,3,4,"2020Q1","2020Q4",,,"Other antineoplastic agents (cont.)","","",""
501,"amzeeq","minocycline","Application site discolouration",6757.54,6757.54,4,4,"2020Q4","2021Q3",,,"Antiinfectives and antiseptics for local oral treatment","","",""
502,"bss","calcium;magnesium;potassium;sodium acetate;sodium chloride;sodium citrate","Hypopyon",6735.26,6735.26,4,18,"2017Q1","2022Q3",,,"","","",""
503,"semaglutide b ml pds290",,"Cholecystitis acute",6732.16,6732.16,4,8,"2018Q4","2021Q1",,,"Other antineoplastic agents (cont.)","","",""
504,"emtricitabine tenofovir",,"Foetal exposure during delivery",6730.53,6730.53,4,3,"2022Q1","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
505,"emtricitabine tenofovir",,"Single functional kidney",6730.53,6730.53,4,3,"2022Q1","2022Q3",,,"Other antineoplastic agents (cont.)","","",""
506,"ranibizumab","ranibizumab","Subretinal fluid",6720.61,6720.61,4,13,"2016Q1","2020Q3",,,"Antineovascularisation agents","","",""
507,"rhopressa","netarsudil","Conjunctival hyperaemia",6710.21,6710.21,4,16,"2018Q2","2022Q3",,,"Other antiglaucoma preparations","","",""
508,"captopril","captopril","Artery dissection",6702.26,6702.26,3,4,"2018Q1","2018Q4","1982-01-01",44.3,"ACE inhibitors, plain","","",""
509,"donepezil","donepezil","Hypomania",6699.49,6699.49,4,4,"2017Q3","2018Q2",,,"Anticholinesterases","","",""
510,"pegasys","peginterferon alfa-2a","Essential thrombocythaemia",6692.31,6692.31,4,1,"2024Q4","2024Q4",,,"Interferons","","",""
511,"nitric oxide","nitric oxide","Neonatal respiratory distress syndrome",6683.32,6683.32,3,1,"2024Q4","2024Q4","1999-12-23",26.3,"Other respiratory system products","","",""
512,"eletriptan","eletriptan","Coronary artery dissection",6659.72,6659.72,3,1,"2024Q4","2024Q4",,,"Selective serotonin (5HT1) agonists","","",""
513,"alcaine","proxymetacaine","Anterior chamber fibrin",6659.72,6659.72,3,1,"2024Q4","2024Q4",,,"Local anesthetics","","",""
514,"phentolamine","phentolamine","Punctate keratitis",6659.72,6659.72,3,1,"2024Q4","2024Q4",,,"Imidazoline derivatives","","",""
515,"tenofovir","tenofovir","Trigeminal neuralgia",6659.72,6659.72,3,1,"2024Q4","2024Q4",,,"Nucleoside and nucleotide reverse transcriptase inhibitors","","",""
516,"kengreal","cangrelor","Vascular stent thrombosis",6659.72,6659.64,3,1,"2024Q4","2024Q4","2015-06-22",10.8,"Platelet aggregation inhibitors excl. heparin","","",""
517,"prevymis","letermovir","Bacterial sepsis",6658.61,6657.76,4,2,"2018Q3","2018Q4","2017-11-08",8.5,"Other antivirals","","",""
518,"piperacillin sodium tazobactam sodium","piperacillin;tazobactam","Trichosporon infection",6635.29,6635.29,4,6,"2020Q1","2021Q2",,,"","","",""
519,"lactulose","lactulose","Gastrocardiac syndrome",6625.45,6625.45,3,4,"2017Q1","2017Q4","1982-01-01",44.3,"Osmotically acting laxatives","","",""
520,"nutrineal","amino acids, unspecified","Peritoneal cloudy effluent",6616.53,6616.53,3,2,"2022Q2","2022Q3",,,"Solutions for parenteral nutrition","","",""
521,"erythromycin","erythromycin","Chemical burns of eye",6613.62,6613.62,3,1,"2024Q4","2024Q4","1982-01-01",44.3,"Antiinfectives for treatment of acne","","",""
522,"trazodone hydrochloride","trazodone","Priapism",6611.47,6611.47,4,3,"2022Q1","2022Q3","1982-01-01",44.3,"Other antidepressants","","",""
523,"ibandronic acid","ibandronic acid","Tenosynovitis stenosans",6605.43,6605.43,3,4,"2019Q4","2020Q3",,,"Bisphosphonates","","",""
524,"lidocaine hydrochloride","lidocaine","Chemical burn",6589.93,6589.93,4,4,"2021Q4","2022Q3","1982-01-01",44.3,"Antiarrhythmics, class Ib","","",""
525,"fludeoxyglucose f-18","fludeoxyglucose (18f)","Manufacturing process control procedure issue",6585.14,6585.14,3,1,"2022Q3","2022Q3","1994-08-19",31.7,"Other diagnostic radiopharmaceuticals for tumour detection","","",""
526,"dexycu","dexamethasone","Corneal oedema",6577.7,6577.7,4,7,"2019Q4","2021Q2","1982-01-01",44.3,"Corticosteroids for local oral treatment","","",""
527,"bcg live","bcg vaccine","Disseminated Bacillus Calmette-Guerin infection",6569.78,6569.78,3,1,"2021Q1","2021Q1",,,"Other immunostimulants","","",""
528,"cisapride","cisapride","Electrocardiogram QT prolonged",6568.24,6568.24,3,66,"2003Q1","2019Q4",,,"Propulsives","","",""
529,"obeticholic acid","obeticholic acid","Cholecystitis acute",6567.98,6567.78,4,4,"2020Q3","2022Q2","2016-05-27",9.9,"Bile acids and derivatives","","",""
530,"intron a","interferon alfa-2b","Blood phosphorus decreased",6566.59,6566.59,3,4,"2014Q3","2015Q2",,,"Interferons","","",""
531,"darbepoetin alfa","darbepoetin alfa","Aplasia pure red cell",6566.01,6566.01,4,10,"2020Q3","2024Q4",,,"Other antianemic preparations","","",""
532,"levocetirizine dihydrochloride","levocetirizine","Foetal malformation",6557.47,6557.47,4,4,"2017Q3","2018Q2","2007-05-25",18.9,"Piperazine derivatives","","",""
